cell_id,NRAS.1.115258747.C,NPM1.5.170837543.C,WT1.11.32417907.G
c5677,18,13,24
c5678,13,2,19
c5679,20,16,40
c5680,26,53,68
c5681,1,3,63
c5682,11,18,74
c5683,19,54,46
c5684,10,12,54
c5685,12,33,77
c5686,4,9,52
c5687,16,7,68
c5688,15,14,44
c5689,19,58,51
c5690,10,4,75
c5691,28,96,52
c5692,10,34,44
c5693,9,4,46
c5694,24,42,32
c5695,22,26,56
c5696,4,1,27
c5697,12,42,63
c5698,11,41,11
c5699,12,6,74
c5700,4,34,52
c5701,26,4,78
c5702,3,17,50
c5703,12,19,47
c5704,23,0,47
c5705,10,23,58
c5706,15,18,42
c5707,6,45,15
c5708,23,89,53
c5709,18,28,48
c5710,14,2,12
c5711,26,42,78
c5712,11,19,58
c5713,13,8,43
c5714,9,5,77
c5715,1,6,86
c5716,13,8,34
c5717,14,18,30
c5718,19,44,46
c5719,15,33,49
c5720,21,21,28
c5721,8,11,29
c5722,4,27,45
c5723,19,14,74
c5724,23,58,32
c5725,3,60,42
c5726,4,17,31
c5727,6,0,85
c5728,19,31,34
c5729,9,9,28
c5730,30,42,24
c5731,17,65,35
c5732,4,2,61
c5733,11,4,30
c5734,20,15,50
c5735,4,61,46
c5736,12,15,48
c5737,13,11,39
c5738,7,9,74
c5739,13,37,58
c5740,8,14,39
c5741,26,66,45
c5742,11,6,69
c5743,8,10,44
c5744,10,14,45
c5745,5,36,25
c5746,17,33,78
c5747,19,22,53
c5748,13,30,28
c5749,20,6,151
c5750,7,8,31
c5751,1,2,65
c5752,17,15,71
c5753,15,2,46
c5754,13,4,64
c5755,9,2,50
c5756,11,4,22
c5757,11,54,34
c5758,10,23,34
c5759,9,13,57
c5760,7,6,22
c5761,45,40,88
c5762,21,3,70
c5763,13,2,54
c5764,14,36,44
c5765,22,13,36
c5766,24,1,38
c5767,3,4,50
c5768,27,24,50
c5769,11,31,33
c5770,1,3,56
c5771,25,2,45
c5772,28,46,54
c5773,15,33,37
c5774,47,46,93
c5775,11,2,57
c5776,28,30,33
c5777,11,13,37
c5778,13,0,29
c5779,8,3,57
c5780,16,7,94
c5781,21,17,87
c5782,19,26,28
c5783,28,60,63
c5784,22,2,102
c5785,16,0,33
c5786,10,17,49
c5787,6,16,53
c5788,32,27,59
c5789,6,28,35
c5790,12,15,25
c5791,44,12,84
c5792,16,2,14
c5793,8,26,31
c5794,22,5,45
c5795,28,24,74
c5796,31,19,78
c5797,14,17,22
c5798,32,46,35
c5799,4,22,13
c5800,16,2,30
c5801,24,24,72
c5802,24,66,36
c5803,29,15,87
c5804,6,50,46
c5805,16,14,58
c5806,24,34,29
c5807,28,59,77
c5808,2,4,37
c5809,11,41,45
c5810,14,16,66
c5811,12,29,16
c5812,20,27,3
c5813,22,15,37
c5814,11,12,24
c5815,10,9,36
c5816,13,15,47
c5817,39,20,83
c5818,14,6,19
c5819,8,20,36
c5820,7,6,47
c5821,35,10,31
c5822,11,0,23
c5823,22,7,84
c5824,6,8,55
c5825,3,17,47
c5826,6,3,67
c5827,15,4,28
c5828,25,45,27
c5829,23,0,43
c5830,44,58,23
c5831,11,6,34
c5832,3,4,30
c5833,24,30,53
c5834,25,14,70
c5835,11,4,61
c5836,12,9,46
c5837,15,48,17
c5838,17,44,25
c5839,11,20,55
c5840,0,10,75
c5841,4,10,61
c5842,17,70,22
c5843,5,16,27
c5844,13,37,38
c5845,25,37,61
c5846,3,3,61
c5847,14,6,22
c5848,11,54,36
c5849,35,33,51
c5850,15,39,58
c5851,36,19,48
c5852,6,21,34
c5853,11,0,52
c5854,16,0,16
c5855,8,7,37
c5856,9,0,45
c5857,17,5,75
c5858,18,3,56
c5859,16,16,42
c5860,16,24,26
c5861,12,34,60
c5862,26,32,40
c5863,34,177,57
c5864,12,10,19
c5865,7,11,25
c5866,6,19,37
c5867,8,36,29
c5868,10,17,27
c5869,15,20,16
c5870,27,28,35
c5871,17,17,60
c5872,14,35,55
c5873,28,32,70
c5874,22,0,19
c5875,5,15,38
c5876,31,49,66
c5877,47,5,193
c5878,33,8,35
c5879,26,76,53
c5880,12,49,43
c5881,31,4,64
c5882,15,5,67
c5883,62,143,93
c5884,38,2,24
c5885,23,14,48
c5886,6,15,27
c5887,9,13,30
c5888,4,4,56
c5889,20,46,36
c5890,18,22,45
c5891,9,12,27
c5892,11,6,55
c5893,10,18,69
c5894,2,3,15
c5895,3,27,70
c5896,5,5,36
c5897,10,9,35
c5898,20,26,67
c5899,10,4,38
c5900,19,14,20
c5901,5,6,27
c5902,16,53,39
c5903,9,2,22
c5904,9,0,31
c5905,4,31,43
c5906,4,0,56
c5907,12,5,38
c5908,18,2,45
c5909,13,13,95
c5910,19,11,73
c5911,31,25,154
c5912,8,20,38
c5913,12,4,40
c5914,4,8,53
c5915,2,2,50
c5916,31,13,82
c5917,12,9,53
c5918,6,7,46
c5919,7,22,28
c5920,7,9,33
c5921,13,0,44
c5922,15,34,48
c5923,6,25,29
c5924,11,26,25
c5925,5,19,72
c5926,13,2,50
c5927,25,15,126
c5928,21,7,35
c5929,10,20,51
c5930,29,17,31
c5931,19,67,58
c5932,17,49,10
c5933,15,3,40
c5934,20,18,27
c5935,6,4,61
c5936,15,10,35
c5937,15,12,25
c5938,15,63,68
c5939,10,35,79
c5940,4,0,47
c5941,4,62,53
c5942,24,3,86
c5943,14,10,64
c5944,21,36,53
c5945,30,14,50
c5946,12,26,76
c5947,7,15,51
c5948,13,2,38
c5949,20,0,8
c5950,14,22,32
c5951,9,8,72
c5952,23,20,26
c5953,24,48,55
c5954,10,50,59
c5955,10,8,33
c5956,19,23,31
c5957,28,68,12
c5958,11,11,43
c5959,15,14,44
c5960,9,10,57
c5961,11,15,27
c5962,11,31,37
c5963,21,16,30
c5964,39,18,89
c5965,29,87,37
c5966,24,14,159
c5967,26,30,66
c5968,24,35,14
c5969,30,27,53
c5970,10,56,25
c5971,7,0,57
c5972,13,68,45
c5973,1,4,23
c5974,3,8,47
c5975,15,15,96
c5976,1,6,58
c5977,17,0,24
c5978,6,3,103
c5979,10,8,64
c5980,34,73,64
c5981,5,20,39
c5982,15,32,70
c5983,5,2,68
c5984,15,5,43
c5985,17,5,23
c5986,16,26,33
c5987,7,12,66
c5988,16,18,27
c5989,9,0,28
c5990,36,68,47
c5991,16,39,52
c5992,13,4,40
c5993,14,2,49
c5994,13,19,28
c5995,16,28,16
c5996,2,4,21
c5997,5,19,20
c5998,12,9,64
c5999,11,14,55
c6000,8,12,24
c6001,23,7,29
c6002,8,52,42
c6003,7,16,26
c6004,32,73,50
c6005,11,51,40
c6006,14,8,45
c6007,13,11,14
c6008,27,40,67
c6009,9,31,23
c6010,9,8,47
c6011,12,6,46
c6012,32,101,61
c6013,16,20,26
c6014,24,54,36
c6015,2,14,36
c6016,20,68,47
c6017,16,4,38
c6018,19,19,28
c6019,15,64,24
c6020,15,50,59
c6021,14,8,59
c6022,9,44,43
c6023,6,8,30
c6024,5,3,39
c6025,12,3,35
c6026,14,47,37
c6027,28,71,52
c6028,13,20,38
c6029,11,7,39
c6030,22,10,42
c6031,14,2,42
c6032,19,1,35
c6033,16,36,29
c6034,41,28,63
c6035,4,4,38
c6036,24,11,42
c6037,10,39,58
c6038,11,6,22
c6039,30,31,80
c6040,6,29,32
c6041,11,9,19
c6042,7,5,27
c6043,5,16,23
c6044,16,0,28
c6045,5,8,63
c6046,2,4,16
c6047,12,2,40
c6048,12,46,64
c6049,17,40,28
c6050,3,31,24
c6051,2,8,28
c6052,5,6,51
c6053,8,38,34
c6054,15,11,51
c6055,34,25,17
c6056,8,15,53
c6057,30,10,82
c6058,22,33,62
c6059,24,5,59
c6060,27,51,39
c6061,2,36,29
c6062,12,5,77
c6063,11,10,34
c6064,15,86,46
c6065,13,29,44
c6066,30,7,54
c6067,14,3,41
c6068,5,8,35
c6069,12,9,18
c6070,22,0,26
c6071,6,30,37
c6072,8,20,47
c6073,24,6,43
c6074,16,14,112
c6075,6,14,22
c6076,11,7,41
c6077,14,29,34
c6078,4,4,53
c6079,19,18,16
c6080,7,16,51
c6081,8,22,63
c6082,16,6,68
c6083,5,19,46
c6084,4,0,55
c6085,16,0,43
c6086,28,52,67
c6087,17,33,67
c6088,16,4,62
c6089,25,16,46
c6090,9,14,25
c6091,6,2,15
c6092,14,73,63
c6093,25,1,37
c6094,13,14,79
c6095,14,10,151
c6096,35,84,24
c6097,13,9,54
c6098,5,20,48
c6099,10,37,29
c6100,14,7,46
c6101,8,31,38
c6102,6,59,36
c6103,13,18,54
c6104,17,31,41
c6105,23,13,131
c6106,13,10,33
c6107,5,38,22
c6108,4,4,51
c6109,10,41,37
c6110,26,16,70
c6111,15,4,189
c6112,21,18,41
c6113,25,13,47
c6114,13,44,28
c6115,17,31,49
c6116,10,1,38
c6117,8,6,54
c6118,23,21,76
c6119,7,5,84
c6120,13,2,62
c6121,14,30,47
c6122,0,0,35
c6123,8,16,33
c6124,15,52,29
c6125,13,2,47
c6126,8,0,42
c6127,15,6,62
c6128,12,34,43
c6129,23,43,76
c6130,12,6,14
c6131,3,2,25
c6132,23,20,33
c6133,9,0,43
c6134,14,2,43
c6135,21,46,22
c6136,18,73,42
c6137,17,0,15
c6138,14,14,34
c6139,7,13,70
c6140,4,2,39
c6141,12,9,43
c6142,11,28,39
c6143,16,4,54
c6144,14,0,45
c6145,13,6,40
c6146,5,16,55
c6147,15,12,44
c6148,12,44,18
c6149,16,54,48
c6150,11,10,38
c6151,21,20,8
c6152,18,44,23
c6153,3,22,48
c6154,12,32,33
c6155,16,53,41
c6156,21,31,33
c6157,13,1,26
c6158,8,11,26
c6159,18,20,52
c6160,18,26,94
c6161,10,16,12
c6162,10,49,44
c6163,4,45,27
c6164,10,7,46
c6165,4,12,46
c6166,17,84,77
c6167,25,18,143
c6168,30,2,32
c6169,10,18,46
c6170,17,13,108
c6171,6,3,59
c6172,53,20,116
c6173,3,0,100
c6174,15,24,46
c6175,34,47,36
c6176,8,18,24
c6177,8,40,26
c6178,24,21,62
c6179,13,18,37
c6180,8,10,55
c6181,6,40,25
c6182,5,0,52
c6183,13,52,22
c6184,6,12,17
c6185,11,2,22
c6186,9,8,26
c6187,11,3,32
c6188,3,19,44
c6189,17,42,63
c6190,6,26,40
c6191,3,57,2
c6192,26,18,80
c6193,8,24,26
c6194,4,21,29
c6195,19,20,84
c6196,3,1,68
c6197,15,17,47
c6198,20,48,42
c6199,6,8,33
c6200,5,10,58
c6201,9,73,49
c6202,17,14,50
c6203,8,16,56
c6204,23,24,54
c6205,1,4,62
c6206,7,36,14
c6207,27,24,34
c6208,3,1,35
c6209,12,14,37
c6210,5,21,36
c6211,16,13,67
c6212,12,9,45
c6213,6,16,57
c6214,20,45,42
c6215,4,5,44
c6216,18,15,29
c6217,3,5,39
c6218,14,8,56
c6219,4,9,40
c6220,37,42,57
c6221,18,13,67
c6222,10,66,35
c6223,8,6,23
c6224,18,7,26
c6225,37,92,34
c6226,8,4,27
c6227,30,11,29
c6228,8,28,67
c6229,3,4,54
c6230,9,33,35
c6231,16,9,42
c6232,18,27,58
c6233,4,12,54
c6234,4,6,44
c6235,25,10,52
c6236,14,12,69
c6237,7,2,34
c6238,8,9,41
c6239,5,9,85
c6240,25,39,68
c6241,15,8,79
c6242,15,0,58
c6243,40,39,57
c6244,9,3,78
c6245,8,18,48
c6246,2,2,32
c6247,23,8,46
c6248,9,23,24
c6249,5,24,43
c6250,31,54,97
c6251,22,37,74
c6252,28,26,80
c6253,30,20,52
c6254,12,11,37
c6255,20,12,57
c6256,10,3,49
c6257,13,11,36
c6258,23,39,63
c6259,19,36,78
c6260,9,19,35
c6261,25,20,45
c6262,14,28,57
c6263,15,22,16
c6264,23,0,28
c6265,2,3,57
c6266,13,13,45
c6267,30,23,65
c6268,13,8,34
c6269,6,26,65
c6270,9,33,28
c6271,9,24,37
c6272,30,8,77
c6273,4,0,34
c6274,6,10,58
c6275,4,4,49
c6276,3,4,50
c6277,24,81,57
c6278,7,12,34
c6279,6,4,59
c6280,6,59,38
c6281,35,64,52
c6282,9,11,125
c6283,38,23,36
c6284,8,10,63
c6285,8,21,43
c6286,3,7,45
c6287,37,27,37
c6288,13,3,52
c6289,3,28,26
c6290,28,0,14
c6291,17,24,26
c6292,0,75,45
c6293,3,3,31
c6294,14,22,37
c6295,18,15,32
c6296,29,30,44
c6297,34,29,72
c6298,9,45,55
c6299,6,6,36
c6300,5,3,15
c6301,14,10,34
c6302,38,43,96
c6303,13,40,18
c6304,11,19,43
c6305,3,7,93
c6306,23,32,50
c6307,5,28,20
c6308,18,44,40
c6309,13,7,77
c6310,20,5,78
c6311,9,21,31
c6312,14,16,19
c6313,9,2,39
c6314,17,3,34
c6315,8,6,22
c6316,20,22,20
c6317,13,4,41
c6318,15,57,52
c6319,4,30,39
c6320,6,4,51
c6321,20,9,38
c6322,16,0,22
c6323,16,10,78
c6324,21,10,36
c6325,31,22,11
c6326,11,8,20
c6327,4,20,46
c6328,31,75,56
c6329,26,18,52
c6330,5,38,31
c6331,5,26,14
c6332,5,9,10
c6333,3,80,37
c6334,19,56,55
c6335,20,12,88
c6336,19,22,43
c6337,17,3,63
c6338,15,7,34
c6339,7,1,34
c6340,12,9,42
c6341,4,6,27
c6342,23,30,53
c6343,17,26,25
c6344,9,15,31
c6345,3,5,70
c6346,12,11,29
c6347,12,7,43
c6348,33,55,41
c6349,9,7,36
c6350,8,7,29
c6351,12,26,25
c6352,10,10,53
c6353,7,4,30
c6354,5,6,41
c6355,16,16,30
c6356,8,17,25
c6357,30,30,38
c6358,16,7,31
c6359,13,33,38
c6360,10,2,24
c6361,14,6,33
c6362,6,4,65
c6363,7,2,70
c6364,5,4,42
c6365,21,18,53
c6366,4,3,41
c6367,19,53,44
c6368,5,14,27
c6369,10,9,52
c6370,14,4,80
c6371,18,10,156
c6372,13,4,39
c6373,13,4,35
c6374,9,25,73
c6375,36,40,49
c6376,12,44,27
c6377,28,16,54
c6378,26,17,68
c6379,8,4,52
c6380,42,32,205
c6381,27,17,59
c6382,29,5,42
c6383,5,4,63
c6384,11,1,59
c6385,10,6,66
c6386,24,65,48
c6387,24,7,71
c6388,21,10,13
c6389,4,7,34
c6390,19,53,32
c6391,12,5,50
c6392,14,48,16
c6393,20,10,31
c6394,4,2,94
c6395,12,18,33
c6396,14,0,42
c6397,32,45,39
c6398,25,47,55
c6399,5,22,30
c6400,28,20,47
c6401,4,4,24
c6402,5,3,42
c6403,11,5,27
c6404,12,21,117
c6405,33,7,28
c6406,13,3,62
c6407,18,10,49
c6408,5,14,74
c6409,16,38,37
c6410,20,63,24
c6411,10,30,46
c6412,22,22,30
c6413,34,18,53
c6414,21,40,58
c6415,16,13,47
c6416,18,23,43
c6417,6,6,36
c6418,36,0,44
c6419,35,48,72
c6420,8,4,82
c6421,10,6,43
c6422,29,31,70
c6423,11,24,35
c6424,0,2,50
c6425,16,6,120
c6426,11,12,8
c6427,26,3,57
c6428,9,3,56
c6429,7,50,27
c6430,11,25,28
c6431,33,29,65
c6432,20,22,41
c6433,20,23,49
c6434,28,68,61
c6435,25,49,46
c6436,2,16,49
c6437,37,64,23
c6438,8,5,28
c6439,6,5,83
c6440,5,59,47
c6441,8,35,37
c6442,8,8,52
c6443,10,11,29
c6444,37,10,66
c6445,18,10,46
c6446,6,9,40
c6447,0,17,83
c6448,23,66,28
c6449,10,11,18
c6450,13,14,34
c6451,20,29,39
c6452,8,2,37
c6453,19,20,36
c6454,17,6,43
c6455,15,24,75
c6456,4,3,77
c6457,7,6,79
c6458,15,14,63
c6459,3,5,70
c6460,17,0,34
c6461,14,27,20
c6462,14,26,44
c6463,11,15,28
c6464,13,12,32
c6465,21,25,31
c6466,41,81,105
c6467,22,43,29
c6468,13,34,30
c6469,9,52,14
c6470,10,69,96
c6471,3,7,37
c6472,6,15,29
c6473,3,23,39
c6474,9,12,57
c6475,19,16,97
c6476,9,2,24
c6477,16,4,75
c6478,25,47,80
c6479,13,2,55
c6480,29,17,28
c6481,8,52,42
c6482,12,5,62
c6483,13,37,44
c6484,8,12,51
c6485,31,55,27
c6486,7,8,52
c6487,16,23,40
c6488,30,15,42
c6489,9,0,27
c6490,10,16,28
c6491,20,15,26
c6492,24,28,51
c6493,13,3,38
c6494,21,39,35
c6495,10,3,30
c6496,4,20,45
c6497,12,20,38
c6498,7,24,38
c6499,21,24,61
c6500,6,0,107
c6501,32,0,54
c6502,15,0,43
c6503,13,30,67
c6504,5,3,50
c6505,19,0,31
c6506,17,14,26
c6507,15,9,69
c6508,5,40,33
c6509,27,26,107
c6510,12,17,43
c6511,27,17,92
c6512,19,0,36
c6513,4,0,40
c6514,12,0,32
c6515,4,18,24
c6516,1,6,43
c6517,10,5,42
c6518,13,28,69
c6519,13,5,49
c6520,4,55,38
c6521,8,0,58
c6522,48,74,73
c6523,14,14,38
c6524,22,43,60
c6525,8,0,68
c6526,19,27,24
c6527,8,23,21
c6528,19,13,39
c6529,15,2,46
c6530,39,43,51
c6531,6,12,29
c6532,20,3,85
c6533,19,1,9
c6534,18,4,50
c6535,37,22,37
c6536,8,0,37
c6537,2,8,23
c6538,10,2,58
c6539,16,19,65
c6540,13,13,43
c6541,13,5,34
c6542,7,2,51
c6543,15,11,52
c6544,20,41,88
c6545,11,30,27
c6546,10,12,70
c6547,14,5,22
c6548,7,2,34
c6549,11,40,41
c6550,9,11,27
c6551,13,47,34
c6552,16,58,32
c6553,7,21,34
c6554,13,22,61
c6555,3,10,42
c6556,13,85,29
c6557,7,6,15
c6558,6,50,30
c6559,22,16,47
c6560,19,37,44
c6561,15,21,20
c6562,13,33,23
c6563,10,90,40
c6564,21,1,69
c6565,27,41,28
c6566,12,39,36
c6567,17,2,31
c6568,8,52,18
c6569,2,15,24
c6570,12,29,47
c6571,21,48,30
c6572,13,12,37
c6573,19,55,37
c6574,11,8,43
c6575,12,8,53
c6576,10,18,59
c6577,14,39,36
c6578,4,33,31
c6579,5,17,23
c6580,24,80,68
c6581,24,0,31
c6582,15,14,44
c6583,34,27,38
c6584,2,24,25
c6585,5,8,24
c6586,5,38,35
c6587,19,18,76
c6588,2,21,75
c6589,4,2,39
c6590,12,52,38
c6591,16,11,45
c6592,18,9,29
c6593,15,48,33
c6594,4,22,33
c6595,11,24,29
c6596,2,6,20
c6597,16,21,22
c6598,8,26,11
c6599,10,31,46
c6600,7,24,43
c6601,10,22,51
c6602,7,7,25
c6603,10,37,27
c6604,32,14,78
c6605,5,40,32
c6606,4,6,24
c6607,34,73,54
c6608,4,6,64
c6609,19,36,32
c6610,24,11,42
c6611,35,7,43
c6612,17,21,68
c6613,6,9,55
c6614,16,21,99
c6615,6,61,28
c6616,40,62,54
c6617,17,12,41
c6618,3,7,59
c6619,57,85,89
c6620,49,29,103
c6621,1,4,50
c6622,5,5,40
c6623,6,59,8
c6624,19,12,34
c6625,31,12,40
c6626,34,41,45
c6627,19,43,32
c6628,7,8,37
c6629,21,9,52
c6630,7,31,31
c6631,14,4,52
c6632,27,22,47
c6633,8,34,34
c6634,11,0,18
c6635,8,42,38
c6636,6,29,32
c6637,6,2,35
c6638,3,0,56
c6639,15,2,72
c6640,12,25,22
c6641,0,2,48
c6642,3,9,13
c6643,41,42,54
c6644,14,20,45
c6645,14,8,11
c6646,15,16,42
c6647,10,10,29
c6648,17,46,27
c6649,24,9,48
c6650,12,2,25
c6651,12,2,16
c6652,11,26,33
c6653,16,88,49
c6654,10,68,37
c6655,7,10,27
c6656,37,37,56
c6657,9,16,58
c6658,13,57,51
c6659,9,10,54
c6660,28,29,64
c6661,21,22,61
c6662,12,12,39
c6663,3,2,103
c6664,3,3,23
c6665,12,6,52
c6666,13,26,57
c6667,40,45,74
c6668,16,7,32
c6669,18,10,57
c6670,17,4,58
c6671,20,17,53
c6672,39,26,74
c6673,11,10,32
c6674,10,35,24
c6675,23,6,51
c6676,9,48,47
c6677,32,6,73
c6678,14,44,51
c6679,13,56,58
c6680,18,8,52
c6681,12,11,90
c6682,10,20,27
c6683,11,10,25
c6684,3,5,52
c6685,1,5,79
c6686,5,24,44
c6687,12,17,39
c6688,7,4,87
c6689,5,42,45
c6690,52,41,69
c6691,7,17,22
c6692,8,42,18
c6693,31,81,21
c6694,28,43,22
c6695,15,0,45
c6696,13,33,35
c6697,10,2,20
c6698,1,11,41
c6699,10,6,5
c6700,14,24,29
c6701,14,80,11
c6702,29,25,41
c6703,14,5,89
c6704,13,16,50
c6705,15,89,54
c6706,26,55,35
c6707,20,41,23
c6708,4,32,15
c6709,19,8,45
c6710,18,35,61
c6711,24,36,32
c6712,22,29,46
c6713,16,34,23
c6714,11,37,46
c6715,12,18,90
c6716,21,18,36
c6717,11,18,25
c6718,12,6,65
c6719,2,2,46
c6720,6,2,42
c6721,4,7,56
c6722,22,45,88
c6723,13,39,52
c6724,25,50,29
c6725,10,17,10
c6726,36,21,92
c6727,25,12,27
c6728,5,13,28
c6729,16,51,34
c6730,19,24,31
c6731,38,40,156
c6732,18,24,25
c6733,10,4,43
c6734,18,26,44
c6735,24,39,83
c6736,6,50,30
c6737,19,59,39
c6738,7,10,22
c6739,6,17,49
c6740,21,30,71
c6741,17,0,22
c6742,15,3,39
c6743,15,9,41
c6744,13,21,60
c6745,17,54,45
c6746,1,36,29
c6747,15,12,78
c6748,52,116,100
c6749,15,71,73
c6750,8,34,36
c6751,2,3,35
c6752,9,42,29
c6753,25,53,30
c6754,3,10,41
c6755,13,13,44
c6756,38,54,93
c6757,8,5,88
c6758,17,48,29
c6759,8,3,79
c6760,40,10,37
c6761,9,0,62
c6762,34,27,58
c6763,13,15,74
c6764,2,5,90
c6765,7,2,67
c6766,16,3,20
c6767,10,0,42
c6768,16,57,27
c6769,31,41,60
c6770,12,5,46
c6771,12,79,15
c6772,21,22,8
c6773,11,11,41
c6774,7,12,38
c6775,14,36,38
c6776,13,65,58
c6777,5,5,34
c6778,6,12,61
c6779,10,0,36
c6780,15,12,65
c6781,7,10,22
c6782,3,20,44
c6783,14,13,15
c6784,9,4,10
c6785,0,1,93
c6786,8,48,14
c6787,4,10,28
c6788,16,44,56
c6789,26,49,48
c6790,20,7,34
c6791,23,30,63
c6792,33,37,39
c6793,4,6,41
c6794,7,14,53
c6795,12,51,19
c6796,1,15,65
c6797,10,26,27
c6798,10,0,81
c6799,11,3,50
c6800,16,16,19
c6801,20,32,75
c6802,24,41,39
c6803,23,21,57
c6804,10,12,34
c6805,24,42,47
c6806,4,4,47
c6807,31,31,31
c6808,9,31,22
c6809,16,43,50
c6810,15,5,29
c6811,11,23,20
c6812,18,6,26
c6813,3,13,41
c6814,16,11,44
c6815,13,36,24
c6816,19,15,38
c6817,71,62,130
c6818,15,39,76
c6819,17,53,45
c6820,15,46,32
c6821,3,1,52
c6822,18,73,35
c6823,27,4,77
c6824,9,36,41
c6825,2,40,45
c6826,16,108,71
c6827,11,10,38
c6828,21,24,50
c6829,19,0,11
c6830,21,43,20
c6831,15,18,73
c6832,30,41,57
c6833,11,46,18
c6834,12,28,81
c6835,8,30,38
c6836,18,32,14
c6837,25,56,38
c6838,9,6,43
c6839,8,58,42
c6840,19,8,61
c6841,25,12,45
c6842,22,6,49
c6843,15,6,24
c6844,9,5,39
c6845,63,94,70
c6846,10,6,40
c6847,8,20,32
c6848,16,3,58
c6849,16,41,45
c6850,16,2,65
c6851,32,28,87
c6852,19,14,25
c6853,11,2,28
c6854,25,16,37
c6855,10,7,20
c6856,3,2,46
c6857,18,38,28
c6858,9,46,45
c6859,25,13,40
c6860,11,15,28
c6861,6,9,19
c6862,3,45,58
c6863,15,62,11
c6864,16,14,22
c6865,17,9,55
c6866,12,11,101
c6867,15,8,53
c6868,19,5,17
c6869,17,38,64
c6870,13,10,35
c6871,14,9,59
c6872,22,36,22
c6873,12,20,27
c6874,15,68,55
c6875,6,28,32
c6876,15,25,62
c6877,16,0,38
c6878,9,54,67
c6879,21,72,70
c6880,2,28,36
c6881,17,7,36
c6882,0,8,41
c6883,16,81,90
c6884,2,5,65
c6885,30,44,61
c6886,9,1,35
c6887,7,9,52
c6888,14,51,63
c6889,12,17,86
c6890,26,23,51
c6891,14,0,32
c6892,22,57,54
c6893,14,22,24
c6894,9,71,31
c6895,24,9,28
c6896,25,8,44
c6897,8,55,31
c6898,22,38,29
c6899,23,8,28
c6900,5,5,44
c6901,20,15,53
c6902,19,28,33
c6903,5,12,34
c6904,1,32,31
c6905,10,8,31
c6906,20,13,48
c6907,10,65,72
c6908,14,7,30
c6909,18,28,43
c6910,25,30,63
c6911,8,3,87
c6912,15,39,51
c6913,18,26,27
c6914,20,38,74
c6915,50,8,54
c6916,9,8,37
c6917,27,5,48
c6918,24,30,35
c6919,13,22,32
c6920,13,34,24
c6921,9,13,24
c6922,6,17,37
c6923,9,2,11
c6924,19,24,35
c6925,11,18,66
c6926,10,2,48
c6927,4,2,46
c6928,12,24,44
c6929,11,20,36
c6930,15,20,29
c6931,10,21,66
c6932,9,19,32
c6933,6,3,41
c6934,14,81,79
c6935,19,14,19
c6936,7,8,86
c6937,4,14,40
c6938,4,38,46
c6939,6,2,44
c6940,9,5,39
c6941,5,15,21
c6942,9,18,39
c6943,26,27,51
c6944,7,2,13
c6945,17,78,61
c6946,16,39,36
c6947,25,37,40
c6948,2,9,88
c6949,34,53,69
c6950,24,41,67
c6951,14,10,45
c6952,17,34,14
c6953,7,6,46
c6954,23,46,42
c6955,19,37,34
c6956,10,26,38
c6957,23,53,13
c6958,9,2,49
c6959,11,4,34
c6960,18,65,62
c6961,22,17,28
c6962,18,46,39
c6963,13,18,11
c6964,14,26,66
c6965,16,21,75
c6966,25,46,15
c6967,11,37,36
c6968,23,52,38
c6969,26,78,47
c6970,23,7,128
c6971,9,44,15
c6972,11,19,27
c6973,13,13,27
c6974,12,15,11
c6975,10,6,66
c6976,11,15,53
c6977,12,20,20
c6978,21,93,55
c6979,15,12,32
c6980,18,16,26
c6981,20,7,46
c6982,14,25,21
c6983,14,14,81
c6984,10,41,45
c6985,31,5,27
c6986,9,45,68
c6987,12,17,62
c6988,23,9,75
c6989,12,28,62
c6990,19,17,26
c6991,21,22,48
c6992,4,4,21
c6993,11,30,86
c6994,18,32,80
c6995,9,11,30
c6996,39,21,87
c6997,16,2,13
c6998,9,38,23
c6999,13,36,31
c7000,18,20,63
c7001,20,19,59
c7002,25,14,34
c7003,23,43,60
c7004,30,13,37
c7005,19,21,24
c7006,3,14,39
c7007,9,11,60
c7008,14,8,48
c7009,12,8,38
c7010,12,18,46
c7011,4,20,37
c7012,5,0,80
c7013,13,28,22
c7014,16,4,54
c7015,2,3,44
c7016,19,8,32
c7017,24,7,35
c7018,22,2,67
c7019,13,6,63
c7020,12,43,54
c7021,19,21,65
c7022,2,35,33
c7023,11,22,49
c7024,22,13,30
c7025,16,44,44
c7026,10,55,21
c7027,20,17,15
c7028,29,49,35
c7029,9,45,67
c7030,12,8,36
c7031,3,55,55
c7032,28,14,20
c7033,5,4,20
c7034,23,26,53
c7035,27,50,40
c7036,16,23,32
c7037,13,59,68
c7038,11,11,32
c7039,14,2,26
c7040,13,8,36
c7041,15,18,29
c7042,22,24,35
c7043,19,56,52
c7044,10,11,43
c7045,20,17,47
c7046,6,12,41
c7047,23,27,82
c7048,12,40,64
c7049,44,40,59
c7050,17,5,58
c7051,17,2,64
c7052,17,15,50
c7053,10,34,28
c7054,12,14,116
c7055,7,6,35
c7056,13,29,31
c7057,32,19,68
c7058,8,6,30
c7059,2,13,25
c7060,20,24,29
c7061,9,4,74
c7062,19,7,62
c7063,5,10,64
c7064,20,96,39
c7065,14,6,62
c7066,17,5,31
c7067,6,4,28
c7068,12,0,10
c7069,8,31,21
c7070,22,43,31
c7071,25,3,39
