cell_id,NPM1.5.170837545.C,PTPN11.12.112888211.A,FLT3.13.28592634.CATG
c5676,57,45,35
c5677,51,43,43
c5678,14,25,18
c5679,23,13,28
c5680,27,10,20
c5681,30,9,23
c5682,22,67,116
c5683,13,62,74
c5684,21,15,23
c5685,40,40,65
c5686,39,23,24
c5687,13,16,45
c5688,29,12,17
c5689,16,45,38
c5690,11,23,19
c5691,27,12,32
c5692,12,48,32
c5693,21,21,35
c5694,25,32,37
c5695,13,62,48
c5696,1,7,31
c5697,3,9,58
c5698,0,23,38
c5699,48,30,21
c5700,18,90,105
c5701,27,26,27
c5702,13,32,50
c5703,5,69,63
c5704,46,49,66
c5705,39,95,85
c5706,17,34,44
c5707,59,36,83
c5708,20,26,16
c5709,25,18,22
c5710,31,26,35
c5711,31,24,51
c5712,35,24,39
c5713,64,39,31
c5714,13,66,100
c5715,32,20,35
c5716,3,35,41
c5717,8,33,95
c5718,18,31,44
c5719,27,17,18
c5720,4,28,24
c5721,2,26,47
c5722,11,48,32
c5723,46,61,61
c5724,30,23,18
c5725,5,35,42
c5726,23,13,33
c5727,6,45,50
c5728,25,49,35
c5729,4,44,37
c5730,19,30,46
c5731,5,23,53
c5732,33,21,33
c5733,11,35,44
c5734,13,28,31
c5735,8,39,62
c5736,28,75,78
c5737,7,38,34
c5738,8,34,46
c5739,10,36,60
c5740,37,26,40
c5741,5,32,54
c5742,6,51,60
c5743,16,45,54
c5744,25,23,13
c5745,25,38,33
c5746,24,20,19
c5747,33,28,94
c5748,23,28,40
c5749,43,28,34
c5750,11,48,49
c5751,20,23,16
c5752,27,28,60
c5753,44,16,32
c5754,67,58,42
c5755,5,29,44
c5756,21,49,40
c5757,25,19,19
c5758,4,14,24
c5759,26,27,25
c5760,43,36,31
c5761,7,14,51
c5762,16,27,33
c5763,41,61,46
c5764,22,21,20
c5765,46,31,46
c5766,18,14,30
c5767,5,32,48
c5768,27,21,36
c5769,33,16,42
c5770,25,57,82
c5771,14,15,41
c5772,8,36,45
c5773,12,27,16
c5774,5,21,29
c5775,33,26,24
c5776,32,42,37
c5777,34,21,30
c5778,34,27,45
c5779,14,28,40
c5780,0,29,74
c5781,14,35,49
c5782,14,50,57
c5783,15,72,107
c5784,12,52,63
c5785,2,34,51
c5786,34,34,49
c5787,63,44,52
c5788,9,29,17
c5789,19,63,75
c5790,9,44,44
c5791,15,15,36
c5792,7,51,60
c5793,5,41,61
c5794,27,26,61
c5795,44,51,75
c5796,10,56,92
c5797,1,56,60
c5798,23,21,18
c5799,14,31,35
c5800,18,23,23
c5801,8,33,54
c5802,14,56,61
c5803,17,26,10
c5804,7,17,51
c5805,8,47,49
c5806,6,20,32
c5807,9,40,63
c5808,19,16,39
c5809,15,34,62
c5810,24,58,23
c5811,10,18,18
c5812,6,32,52
c5813,29,33,17
c5814,58,82,109
c5815,30,23,34
c5816,36,36,26
c5817,23,30,44
c5818,25,42,75
c5819,20,45,61
c5820,22,54,20
c5821,30,36,21
c5822,27,51,61
c5823,25,36,30
c5824,37,27,39
c5825,5,26,37
c5826,18,58,55
c5827,38,39,32
c5828,32,36,32
c5829,41,45,79
c5830,43,49,51
c5831,27,36,47
c5832,30,34,51
c5833,17,14,23
c5834,8,20,15
c5835,16,20,17
c5836,48,65,92
c5837,2,15,31
c5838,3,12,35
c5839,0,20,38
c5840,2,20,32
c5841,56,51,42
c5842,6,25,40
c5843,10,44,84
c5844,11,38,39
c5845,27,26,26
c5846,15,54,47
c5847,20,43,35
c5848,54,44,56
c5849,31,57,63
c5850,31,54,64
c5851,26,15,19
c5852,18,42,60
c5853,25,39,83
c5854,38,46,62
c5855,0,43,20
c5856,30,33,26
c5857,6,36,19
c5858,6,44,57
c5859,42,17,28
c5860,14,19,22
c5861,7,18,23
c5862,21,13,25
c5863,30,37,57
c5864,8,37,34
c5865,20,10,10
c5866,5,25,42
c5867,27,33,55
c5868,19,29,43
c5869,19,54,86
c5870,57,27,17
c5871,25,23,42
c5872,37,39,42
c5873,23,28,45
c5874,20,27,33
c5875,3,28,28
c5876,20,47,20
c5877,15,46,33
c5878,11,29,32
c5879,31,26,32
c5880,4,17,44
c5881,49,21,39
c5882,11,28,83
c5883,16,51,47
c5884,29,52,64
c5885,37,36,24
c5886,4,80,102
c5887,14,41,49
c5888,12,26,45
c5889,44,35,26
c5890,12,31,38
c5891,20,37,53
c5892,8,33,45
c5893,20,27,35
c5894,9,42,59
c5895,34,64,76
c5896,0,10,42
c5897,14,5,60
c5898,33,39,60
c5899,13,29,24
c5900,19,18,24
c5901,11,12,38
c5902,23,20,28
c5903,29,16,37
c5904,20,25,15
c5905,26,18,30
c5906,17,17,50
c5907,16,28,41
c5908,16,65,34
c5909,24,16,21
c5910,10,35,45
c5911,64,79,70
c5912,31,45,55
c5913,28,36,38
c5914,36,50,53
c5915,7,16,31
c5916,32,34,57
c5917,5,27,32
c5918,22,39,20
c5919,2,27,38
c5920,33,45,33
c5921,15,39,46
c5922,20,42,52
c5923,33,47,64
c5924,4,16,32
c5925,44,29,21
c5926,30,22,32
c5927,51,48,27
c5928,15,38,46
c5929,34,37,32
c5930,46,42,58
c5931,27,26,60
c5932,21,20,29
c5933,36,36,55
c5934,9,15,47
c5935,5,44,37
c5936,12,49,0
c5937,6,21,34
c5938,2,10,25
c5939,18,39,44
c5940,12,21,42
c5941,10,57,59
c5942,39,35,29
c5943,34,34,17
c5944,44,43,36
c5945,25,38,57
c5946,29,36,37
c5947,28,30,42
c5948,49,26,29
c5949,27,14,36
c5950,39,34,22
c5951,16,10,52
c5952,3,66,140
c5953,9,29,44
c5954,10,34,35
c5955,3,54,55
c5956,41,57,48
c5957,33,57,57
c5958,20,24,20
c5959,23,38,44
c5960,38,20,10
c5961,12,16,18
c5962,28,37,50
c5963,3,63,64
c5964,4,27,52
c5965,7,36,62
c5966,3,17,37
c5967,0,38,58
c5968,8,30,44
c5969,9,31,34
c5970,10,34,52
c5971,13,63,96
c5972,34,32,50
c5973,22,23,25
c5974,21,94,92
c5975,47,65,80
c5976,29,34,42
c5977,28,23,38
c5978,23,13,18
c5979,1,39,59
c5980,11,27,21
c5981,4,42,44
c5982,37,33,27
c5983,2,32,48
c5984,27,19,28
c5985,23,75,62
c5986,32,15,14
c5987,7,37,23
c5988,2,16,54
c5989,30,76,71
c5990,8,35,106
c5991,3,12,42
c5992,15,21,18
c5993,52,38,44
c5994,26,29,34
c5995,30,33,60
c5996,46,40,46
c5997,22,20,23
c5998,20,16,26
c5999,30,61,61
c6000,6,40,58
c6001,56,38,58
c6002,5,34,39
c6003,19,26,29
c6004,17,36,42
c6005,4,51,48
c6006,4,57,78
c6007,38,27,45
c6008,3,31,55
c6009,7,39,42
c6010,32,11,19
c6011,20,18,21
c6012,7,30,43
c6013,41,50,67
c6014,12,41,33
c6015,9,51,47
c6016,35,34,34
c6017,12,22,6
c6018,15,33,41
c6019,7,33,25
c6020,4,15,29
c6021,3,27,41
c6022,7,50,45
c6023,42,37,31
c6024,22,25,25
c6025,29,31,35
c6026,24,53,40
c6027,5,49,51
c6028,35,34,35
c6029,38,46,49
c6030,16,20,30
c6031,16,30,31
c6032,25,40,60
c6033,18,17,20
c6034,26,63,89
c6035,17,39,41
c6036,3,13,48
c6037,31,31,18
c6038,22,44,43
c6039,6,35,17
c6040,18,32,50
c6041,21,43,42
c6042,52,78,61
c6043,27,70,65
c6044,25,68,94
c6045,17,33,20
c6046,7,13,20
c6047,41,36,41
c6048,11,17,14
c6049,10,32,74
c6050,12,69,105
c6051,38,40,33
c6052,5,24,54
c6053,44,25,28
c6054,18,9,13
c6055,23,29,52
c6056,28,48,45
c6057,17,10,52
c6058,43,48,47
c6059,3,49,50
c6060,23,29,27
c6061,4,30,74
c6062,25,43,32
c6063,41,25,28
c6064,1,29,29
c6065,32,28,47
c6066,29,25,27
c6067,8,75,36
c6068,9,85,141
c6069,35,12,26
c6070,19,13,21
c6071,33,13,23
c6072,15,24,22
c6073,4,35,32
c6074,47,80,94
c6075,11,30,44
c6076,14,26,32
c6077,2,40,53
c6078,26,29,25
c6079,43,29,28
c6080,8,44,58
c6081,21,23,22
c6082,66,49,42
c6083,13,29,56
c6084,57,24,26
c6085,42,41,62
c6086,68,62,68
c6087,20,26,28
c6088,25,39,37
c6089,69,59,40
c6090,5,18,12
c6091,14,44,50
c6092,46,33,48
c6093,3,30,43
c6094,6,36,57
c6095,2,39,90
c6096,5,3,28
c6097,3,50,97
c6098,6,38,25
c6099,39,61,89
c6100,39,60,75
c6101,0,29,43
c6102,3,37,48
c6103,14,25,37
c6104,36,53,77
c6105,12,39,37
c6106,9,36,34
c6107,0,31,42
c6108,14,55,83
c6109,7,31,52
c6110,11,27,39
c6111,19,92,77
c6112,7,56,90
c6113,9,23,16
c6114,7,37,21
c6115,39,21,35
c6116,26,35,46
c6117,21,35,46
c6118,9,21,42
c6119,12,32,66
c6120,48,42,39
c6121,61,28,20
c6122,15,29,30
c6123,17,26,20
c6124,15,19,45
c6125,21,18,32
c6126,24,24,43
c6127,10,61,56
c6128,40,62,61
c6129,36,45,56
c6130,33,27,36
c6131,11,35,66
c6132,15,23,30
c6133,2,52,50
c6134,5,17,38
c6135,31,23,29
c6136,14,31,29
c6137,0,19,32
c6138,45,31,34
c6139,10,38,84
c6140,6,20,27
c6141,14,14,14
c6142,15,51,57
c6143,22,31,51
c6144,11,49,82
c6145,8,51,65
c6146,43,50,58
c6147,14,34,29
c6148,16,52,33
c6149,17,55,62
c6150,12,67,57
c6151,14,65,99
c6152,4,34,49
c6153,4,29,53
c6154,60,65,52
c6155,30,32,56
c6156,4,35,31
c6157,8,54,111
c6158,48,42,46
c6159,10,20,30
c6160,6,27,39
c6161,14,20,40
c6162,20,25,45
c6163,68,49,48
c6164,2,15,46
c6165,28,19,38
c6166,26,41,42
c6167,33,20,32
c6168,58,38,41
c6169,1,47,80
c6170,17,30,33
c6171,10,55,53
c6172,26,13,44
c6173,19,72,71
c6174,35,22,38
c6175,0,22,39
c6176,26,39,29
c6177,3,14,30
c6178,19,10,20
c6179,35,100,83
c6180,20,52,43
c6181,19,40,23
c6182,23,26,35
c6183,4,23,46
c6184,5,30,57
c6185,53,25,28
c6186,8,20,4
c6187,36,42,84
c6188,41,56,75
c6189,47,60,76
c6190,15,35,31
c6191,20,21,22
c6192,9,21,16
c6193,30,23,47
c6194,18,24,12
c6195,48,43,51
c6196,8,32,36
c6197,26,17,34
c6198,3,57,64
c6199,46,56,54
c6200,13,45,34
c6201,24,31,28
c6202,6,30,28
c6203,12,63,61
c6204,28,23,32
c6205,5,44,42
c6206,11,30,34
c6207,2,34,36
c6208,24,18,14
c6209,0,33,42
c6210,19,21,29
c6211,12,36,43
c6212,4,75,75
c6213,46,22,40
c6214,1,36,76
c6215,36,68,36
c6216,23,14,22
c6217,38,65,96
c6218,9,79,98
c6219,4,49,32
c6220,15,25,47
c6221,11,29,33
c6222,29,28,44
c6223,15,45,47
c6224,43,38,35
c6225,11,35,48
c6226,20,33,35
c6227,39,42,60
c6228,27,41,28
c6229,35,42,48
c6230,19,34,45
c6231,8,46,63
c6232,3,33,47
c6233,5,22,26
c6234,0,13,51
c6235,2,12,36
c6236,0,7,35
c6237,21,16,25
c6238,28,28,42
c6239,5,63,79
c6240,1,40,51
c6241,10,33,55
c6242,25,25,40
c6243,8,25,48
c6244,31,56,42
c6245,12,52,43
c6246,56,64,57
c6247,15,13,15
c6248,29,27,40
c6249,11,31,26
c6250,28,21,24
c6251,13,27,50
c6252,12,66,76
c6253,26,26,26
c6254,5,28,83
c6255,15,40,42
c6256,10,60,69
c6257,27,36,56
c6258,46,38,40
c6259,40,35,34
c6260,19,28,51
c6261,7,15,41
c6262,48,25,46
c6263,54,43,76
c6264,12,50,49
c6265,15,24,34
c6266,38,39,36
c6267,8,44,44
c6268,10,28,38
c6269,16,15,12
c6270,29,33,36
c6271,19,34,36
c6272,24,17,17
c6273,27,82,53
c6274,57,45,40
c6275,42,46,75
c6276,13,15,29
c6277,8,50,30
c6278,14,35,35
c6279,13,23,66
c6280,42,50,45
c6281,6,28,24
c6282,15,34,43
c6283,2,29,38
c6284,21,36,75
c6285,33,75,105
c6286,26,40,46
c6287,29,33,46
c6288,10,10,35
c6289,27,55,51
c6290,4,53,63
c6291,5,49,63
c6292,21,22,24
c6293,14,44,38
c6294,17,39,30
c6295,22,60,90
c6296,17,18,68
c6297,10,34,30
c6298,12,24,23
c6299,8,26,26
c6300,77,40,57
c6301,52,51,75
c6302,31,34,35
c6303,5,57,72
c6304,29,42,28
c6305,23,79,74
c6306,19,29,46
c6307,18,22,27
c6308,5,36,52
c6309,50,39,50
c6310,11,20,45
c6311,23,44,33
c6312,7,16,34
c6313,15,17,36
c6314,12,18,25
c6315,21,32,24
c6316,6,32,20
c6317,14,61,61
c6318,37,38,46
c6319,2,31,22
c6320,50,64,82
c6321,29,28,28
c6322,23,75,82
c6323,72,56,41
c6324,13,17,52
c6325,46,28,30
c6326,14,32,50
c6327,12,24,27
c6328,13,20,33
c6329,6,14,66
c6330,20,18,30
c6331,62,60,56
c6332,14,35,41
c6333,7,46,70
c6334,20,27,22
c6335,2,36,68
c6336,30,19,22
c6337,16,28,50
c6338,5,35,50
c6339,31,40,41
c6340,3,43,59
c6341,33,16,23
c6342,11,49,90
c6343,37,48,36
c6344,3,21,61
c6345,10,54,88
c6346,31,36,25
c6347,21,34,23
c6348,5,50,51
c6349,10,56,92
c6350,51,61,73
c6351,19,15,16
c6352,19,28,41
c6353,23,69,108
c6354,38,23,34
c6355,15,20,42
c6356,27,30,54
c6357,17,36,27
c6358,28,18,36
c6359,31,11,40
c6360,3,36,53
c6361,24,24,23
c6362,27,17,25
c6363,11,33,37
c6364,23,38,48
c6365,56,70,99
c6366,44,34,33
c6367,0,50,46
c6368,30,146,140
c6369,68,35,50
c6370,31,34,33
c6371,26,44,53
c6372,18,26,31
c6373,20,39,51
c6374,8,60,72
c6375,35,45,56
c6376,10,13,27
c6377,54,34,41
c6378,4,54,86
c6379,4,26,46
c6380,34,27,18
c6381,21,39,31
c6382,31,8,16
c6383,5,50,65
c6384,27,69,86
c6385,0,38,45
c6386,7,67,76
c6387,37,23,59
c6388,29,29,34
c6389,15,64,67
c6390,7,28,69
c6391,32,46,74
c6392,4,24,19
c6393,64,40,50
c6394,32,37,30
c6395,18,31,27
c6396,34,23,41
c6397,34,32,49
c6398,0,29,26
c6399,5,38,29
c6400,2,39,61
c6401,27,43,53
c6402,38,26,31
c6403,38,56,63
c6404,13,38,27
c6405,20,27,37
c6406,31,20,26
c6407,19,36,37
c6408,7,23,47
c6409,16,26,23
c6410,11,49,32
c6411,4,44,58
c6412,35,91,83
c6413,11,31,51
c6414,15,42,44
c6415,3,72,89
c6416,60,121,152
c6417,33,54,64
c6418,19,24,20
c6419,26,30,26
c6420,45,40,39
c6421,1,24,45
c6422,2,28,61
c6423,24,17,32
c6424,52,14,43
c6425,27,37,43
c6426,10,40,66
c6427,13,24,27
c6428,14,72,109
c6429,12,37,40
c6430,38,32,64
c6431,34,56,82
c6432,10,75,81
c6433,19,60,47
c6434,57,34,22
c6435,54,51,47
c6436,0,26,27
c6437,14,28,35
c6438,26,35,20
c6439,4,54,98
c6440,36,26,47
c6441,13,19,33
c6442,12,19,27
c6443,15,49,46
c6444,26,17,29
c6445,2,38,41
c6446,15,31,34
c6447,5,22,43
c6448,25,23,40
c6449,9,37,44
c6450,8,31,43
c6451,11,17,12
c6452,63,42,55
c6453,21,14,21
c6454,14,39,72
c6455,6,34,46
c6456,14,27,39
c6457,7,51,50
c6458,26,15,27
c6459,58,39,79
c6460,19,33,42
c6461,83,76,81
c6462,26,42,60
c6463,28,35,22
c6464,26,24,35
c6465,8,26,35
c6466,53,45,44
c6467,15,35,49
c6468,17,19,18
c6469,1,4,31
c6470,23,38,63
c6471,8,26,29
c6472,14,21,43
c6473,21,27,39
c6474,6,31,38
c6475,7,13,29
c6476,4,20,28
c6477,42,42,43
c6478,21,13,7
c6479,36,23,27
c6480,19,45,65
c6481,27,25,24
c6482,13,15,16
c6483,6,18,27
c6484,10,21,48
c6485,6,19,27
c6486,65,42,33
c6487,51,34,46
c6488,39,35,33
c6489,23,33,44
c6490,9,56,57
c6491,19,26,24
c6492,9,35,30
c6493,23,33,30
c6494,4,51,57
c6495,32,11,32
c6496,17,34,45
c6497,12,46,39
c6498,3,17,87
c6499,6,26,45
c6500,27,73,72
c6501,0,24,68
c6502,19,23,64
c6503,29,11,15
c6504,14,13,14
c6505,11,22,28
c6506,52,27,25
c6507,24,28,22
c6508,30,23,32
c6509,12,39,29
c6510,18,40,36
c6511,6,19,21
c6512,36,28,55
c6513,30,40,46
c6514,5,30,38
c6515,23,21,57
c6516,3,33,71
c6517,18,62,62
c6518,13,46,55
c6519,3,39,46
c6520,113,83,96
c6521,14,50,51
c6522,29,62,52
c6523,16,35,35
c6524,23,29,58
c6525,58,51,51
c6526,63,44,61
c6527,30,31,28
c6528,10,32,40
c6529,18,38,48
c6530,12,30,21
c6531,24,28,31
c6532,32,48,59
c6533,8,19,42
c6534,57,60,60
c6535,35,30,35
c6536,0,29,38
c6537,10,65,77
c6538,7,6,51
c6539,6,24,47
c6540,3,37,38
c6541,17,28,31
c6542,25,23,24
c6543,7,39,45
c6544,20,44,52
c6545,0,30,95
c6546,11,19,14
c6547,0,38,58
c6548,31,41,45
c6549,8,77,94
c6550,34,56,65
c6551,14,35,38
c6552,39,37,26
c6553,33,63,59
c6554,9,42,51
c6555,15,62,35
c6556,13,22,33
c6557,2,32,56
c6558,18,21,15
c6559,5,46,68
c6560,30,34,31
c6561,11,39,53
c6562,26,22,52
c6563,15,39,41
c6564,30,23,34
c6565,27,53,78
c6566,9,43,72
c6567,9,33,38
c6568,12,33,41
c6569,26,32,55
c6570,5,39,33
c6571,23,24,31
c6572,14,25,37
c6573,11,17,51
c6574,48,46,72
c6575,3,24,27
c6576,15,25,39
c6577,44,70,62
c6578,18,31,33
c6579,21,40,52
c6580,8,33,33
c6581,22,36,57
c6582,3,31,46
c6583,28,31,42
c6584,20,19,23
c6585,21,28,33
c6586,3,37,40
c6587,28,22,47
c6588,2,40,52
c6589,5,25,26
c6590,17,18,19
c6591,5,23,60
c6592,31,36,24
c6593,17,69,95
c6594,0,104,285
c6595,50,36,25
c6596,14,21,42
c6597,8,27,32
c6598,30,29,13
c6599,32,18,18
c6600,18,31,17
c6601,31,32,38
c6602,27,24,26
c6603,9,28,28
c6604,29,69,8
c6605,16,27,24
c6606,52,124,112
c6607,15,24,35
c6608,13,32,33
c6609,30,31,28
c6610,13,26,63
c6611,16,48,34
c6612,27,39,37
c6613,7,52,62
c6614,6,33,34
c6615,19,35,41
c6616,34,38,52
c6617,35,29,37
c6618,29,45,44
c6619,6,8,23
c6620,49,27,24
c6621,21,27,21
c6622,56,29,71
c6623,32,38,49
c6624,3,22,26
c6625,11,36,44
c6626,15,35,32
c6627,7,27,53
c6628,0,63,105
c6629,24,13,39
c6630,19,8,12
c6631,4,6,32
c6632,15,18,47
c6633,23,31,42
c6634,18,10,26
c6635,4,21,49
c6636,5,22,45
c6637,3,28,42
c6638,29,25,52
c6639,17,33,44
c6640,28,19,20
c6641,6,38,80
c6642,50,36,54
c6643,6,55,67
c6644,4,20,42
c6645,6,44,65
c6646,8,40,60
c6647,19,26,96
c6648,25,27,28
c6649,16,33,29
c6650,42,37,39
c6651,4,57,73
c6652,46,55,49
c6653,35,30,51
c6654,16,33,39
c6655,6,50,98
c6656,37,24,47
c6657,5,47,58
c6658,10,43,60
c6659,1,11,41
c6660,18,11,53
c6661,35,31,61
c6662,42,21,41
c6663,11,12,16
c6664,44,19,30
c6665,0,20,22
c6666,27,15,20
c6667,7,13,41
c6668,9,12,44
c6669,44,20,32
c6670,2,15,30
c6671,9,15,25
c6672,37,26,45
c6673,5,57,55
c6674,13,39,59
c6675,14,38,37
c6676,21,27,21
c6677,12,78,86
c6678,42,36,39
c6679,14,48,69
c6680,24,54,11
c6681,19,26,13
c6682,37,38,34
c6683,5,20,51
c6684,8,31,49
c6685,10,32,67
c6686,16,55,75
c6687,58,28,62
c6688,26,23,17
c6689,35,42,67
c6690,17,59,107
c6691,21,49,62
c6692,11,25,23
c6693,17,50,43
c6694,13,49,51
c6695,28,30,29
c6696,20,24,31
c6697,35,22,34
c6698,53,34,53
c6699,7,80,80
c6700,17,41,38
c6701,11,28,35
c6702,17,30,31
c6703,12,21,51
c6704,18,45,49
c6705,16,18,23
c6706,31,11,22
c6707,12,26,53
c6708,37,34,37
c6709,5,28,26
c6710,30,35,26
c6711,19,36,39
c6712,16,23,36
c6713,22,30,24
c6714,33,29,34
c6715,19,22,11
c6716,16,29,63
c6717,35,38,32
c6718,20,23,35
c6719,38,58,54
c6720,21,25,29
c6721,21,27,24
c6722,12,15,42
c6723,36,25,43
c6724,17,7,13
c6725,19,17,21
c6726,11,33,42
c6727,19,44,37
c6728,7,30,25
c6729,10,10,18
c6730,5,23,42
c6731,19,65,50
c6732,0,37,61
c6733,8,27,37
c6734,7,34,32
c6735,45,30,43
c6736,29,26,21
c6737,18,11,22
c6738,13,31,53
c6739,5,6,37
c6740,36,27,39
c6741,2,27,39
c6742,19,24,51
c6743,10,35,34
c6744,24,30,34
c6745,10,31,41
c6746,16,25,19
c6747,23,20,12
c6748,68,39,30
c6749,40,32,33
c6750,37,37,41
c6751,8,18,16
c6752,21,23,24
c6753,5,27,33
c6754,46,85,89
c6755,20,62,63
c6756,7,21,35
c6757,5,24,27
c6758,37,16,33
c6759,9,20,64
c6760,13,24,26
c6761,24,29,24
c6762,16,18,42
c6763,8,16,23
c6764,13,15,19
c6765,25,44,63
c6766,13,54,47
c6767,19,32,43
c6768,30,44,38
c6769,29,25,50
c6770,16,33,26
c6771,0,29,58
c6772,24,13,43
c6773,31,94,118
c6774,16,71,62
c6775,50,66,33
c6776,10,69,52
c6777,56,94,125
c6778,9,31,33
c6779,56,56,35
c6780,43,28,33
c6781,46,30,51
c6782,30,56,67
c6783,1,44,53
c6784,39,35,55
c6785,17,20,55
c6786,6,61,89
c6787,3,25,34
c6788,3,25,86
c6789,6,26,35
c6790,11,19,19
c6791,0,22,37
c6792,5,45,42
c6793,12,15,14
c6794,7,31,32
c6795,24,31,49
c6796,10,31,32
c6797,5,30,47
c6798,32,35,49
c6799,12,18,35
c6800,7,35,45
c6801,5,33,38
c6802,30,31,27
c6803,16,12,15
c6804,21,45,41
c6805,12,17,65
c6806,35,27,31
c6807,65,102,167
c6808,8,64,96
c6809,18,38,34
c6810,60,40,73
c6811,64,21,38
c6812,31,24,23
c6813,5,41,36
c6814,19,45,63
c6815,4,40,40
c6816,15,30,52
c6817,29,36,39
c6818,34,19,24
c6819,14,38,88
c6820,18,42,37
c6821,76,70,68
c6822,35,27,36
c6823,21,40,43
c6824,43,40,38
c6825,48,64,126
c6826,5,27,28
c6827,23,24,16
c6828,40,28,19
c6829,13,19,36
c6830,20,13,10
c6831,4,20,49
c6832,54,43,75
c6833,8,12,35
c6834,15,42,42
c6835,45,43,49
c6836,0,28,32
c6837,22,47,25
c6838,27,22,33
c6839,49,64,112
c6840,2,10,51
c6841,47,22,65
c6842,12,58,76
c6843,39,29,30
c6844,38,40,52
c6845,29,27,52
c6846,2,14,46
c6847,28,53,48
c6848,6,49,69
c6849,11,34,38
c6850,0,22,12
c6851,9,63,67
c6852,6,52,65
c6853,24,20,29
c6854,2,17,32
c6855,23,75,118
c6856,1,8,17
c6857,3,16,34
c6858,37,18,56
c6859,5,24,29
c6860,0,13,16
c6861,58,107,135
c6862,25,24,28
c6863,0,23,52
c6864,2,21,29
c6865,22,32,48
c6866,30,58,52
c6867,8,91,73
c6868,37,38,39
c6869,4,69,101
c6870,12,44,69
c6871,10,24,32
c6872,28,28,30
c6873,10,37,42
c6874,3,38,39
c6875,41,67,78
c6876,32,20,36
c6877,8,44,47
c6878,2,33,16
c6879,31,45,48
c6880,12,47,49
c6881,5,39,16
c6882,13,36,31
c6883,30,25,21
c6884,30,29,29
c6885,9,14,14
c6886,29,25,31
c6887,6,37,44
c6888,3,30,68
c6889,27,32,43
c6890,2,12,56
c6891,43,48,59
c6892,56,32,55
c6893,15,35,27
c6894,21,36,18
c6895,15,35,46
c6896,11,36,41
c6897,1,20,32
c6898,7,44,67
c6899,26,36,37
c6900,39,40,46
c6901,15,51,73
c6902,5,51,126
c6903,23,27,37
c6904,0,39,49
c6905,47,60,56
c6906,6,43,51
c6907,22,33,54
c6908,4,48,57
c6909,31,26,34
c6910,14,37,70
c6911,19,18,13
c6912,9,57,45
c6913,26,19,20
c6914,53,30,45
c6915,56,48,29
c6916,40,25,32
c6917,8,18,26
c6918,31,38,39
c6919,2,29,43
c6920,62,15,17
c6921,6,37,45
c6922,1,33,43
c6923,28,44,41
c6924,65,64,63
c6925,25,16,29
c6926,27,53,64
c6927,24,44,29
c6928,24,40,76
c6929,39,26,54
c6930,29,37,30
c6931,45,41,48
c6932,10,44,37
c6933,30,21,25
c6934,6,18,23
c6935,26,55,45
c6936,9,24,69
c6937,26,51,55
c6938,9,5,37
c6939,9,51,38
c6940,27,26,44
c6941,16,31,39
c6942,3,28,58
c6943,6,55,49
c6944,22,53,35
c6945,34,76,71
c6946,7,55,74
c6947,29,23,38
c6948,11,30,41
c6949,30,37,51
c6950,11,44,58
c6951,8,34,33
c6952,17,40,25
c6953,42,37,50
c6954,9,18,22
c6955,38,17,25
c6956,2,46,49
c6957,9,50,108
c6958,11,39,71
c6959,15,49,37
c6960,2,22,43
c6961,6,48,59
c6962,7,27,29
c6963,1,29,52
c6964,22,63,89
c6965,3,25,21
c6966,10,53,72
c6967,18,26,44
c6968,40,54,70
c6969,7,26,34
c6970,3,15,32
c6971,7,45,65
c6972,31,28,26
c6973,37,49,65
c6974,15,17,18
c6975,38,35,15
c6976,31,48,46
c6977,33,21,26
c6978,21,40,58
c6979,20,49,61
c6980,14,23,20
c6981,11,20,41
c6982,13,52,76
c6983,23,34,36
c6984,4,12,33
c6985,46,48,58
c6986,15,26,46
c6987,14,74,94
c6988,50,39,67
c6989,4,51,62
c6990,16,28,36
c6991,31,23,64
c6992,60,16,23
c6993,19,23,14
c6994,8,39,54
c6995,25,32,27
c6996,18,40,39
c6997,37,33,30
c6998,39,46,42
c6999,14,44,62
c7000,69,67,62
c7001,10,31,68
c7002,17,34,43
c7003,16,12,19
c7004,29,32,46
c7005,35,103,95
c7006,19,22,23
c7007,4,25,62
c7008,19,14,26
c7009,17,28,60
c7010,42,18,36
c7011,9,31,50
c7012,0,51,53
c7013,6,11,60
c7014,8,17,21
c7015,21,56,56
c7016,28,50,77
c7017,18,24,31
c7018,45,35,34
c7019,56,40,40
c7020,13,14,20
c7021,24,29,32
c7022,57,35,53
c7023,40,41,40
c7024,30,36,37
c7025,19,20,33
c7026,3,27,59
c7027,20,51,39
c7028,4,37,48
c7029,35,21,14
c7030,7,53,80
c7031,44,45,61
c7032,38,42,52
c7033,26,16,21
c7034,33,10,25
c7035,17,46,61
c7036,36,28,47
c7037,5,29,34
c7038,32,33,45
c7039,15,34,28
c7040,13,27,39
c7041,14,24,41
c7042,41,53,88
c7043,35,37,37
c7044,33,53,62
c7045,40,47,60
c7046,6,30,40
c7047,7,19,34
c7048,23,22,33
c7049,12,41,75
c7050,22,30,46
c7051,5,16,46
c7052,12,33,23
c7053,27,31,27
c7054,10,4,39
c7055,52,63,53
c7056,15,30,37
c7057,8,27,59
c7058,40,43,91
c7059,36,30,37
c7060,44,51,59
c7061,39,36,50
c7062,26,26,38
c7063,29,108,87
c7064,29,62,77
c7065,6,31,33
c7066,39,27,46
c7067,5,11,27
c7068,33,38,44
c7069,14,16,20
c7070,22,27,23
